Subject Code,Course Number,Class Number,Associated Class Number,Days,Start Time,End Time,Room,Instructor(s),instructor_pittid,Ta(s),Type,Session,Writing,Enrollment Cap,Current Enrollment,Current Waitlist,cross_list_id,Notes,Description,deleted,Academic Term Code,last_modified
CS,1678,5932,1000,TuTh,2:50 PM,4:05 PM,TBA-40,A. Kovashka,aik85,,LEC,AT,,,,,,NEW COURSE,NEW COURSE,0,2214,10/28/2020 11:42
CS,1699,31455,1000,MW,3:25 PM,4:40 PM,TBA-40,E. Walker,eawalker,,LEC,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,1699,4744,1100,TuTh,9:25 AM,10:40 AM,TBA-40,M. Alikhani,malihe,,LEC,AT,,,,,,NEW COURSE,NEW COURSE,0,2214,10/28/2020 11:42
CS,1900,25677,1030,F,1:15 PM,2:05 PM,TBA,D. Ahn,wahn,,INT,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,1902,25683,1010,ByAppt,12:00 AM,12:00 AM,TBA,J. Ramirez,nomad,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,1906,8330,1000,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,IND,AT,,40,,,,NEW COURSE,Enrollment Cap: 40 / NEW COURSE,0,2214,10/28/2020 11:42
CS,1950,25692,1030,F,1:15 PM,2:05 PM,TBA,D. Ahn,wahn,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,1980,25695,1030,F,1:15 PM,3:05 PM,TBA,L. Nunes Quaresma de Oliveira,lun8,,PRA,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2000,25701,1010,ByAppt,12:00 AM,12:00 AM,TBA,X. Tang,tax6,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2000,25703,1020,ByAppt,12:00 AM,12:00 AM,TBA,S. Chang,schang,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2000,25704,1030,ByAppt,12:00 AM,12:00 AM,TBA,B. Childers,childers,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2000,25705,1040,ByAppt,12:00 AM,12:00 AM,TBA,P. Chrysanthis,panos,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2000,25706,1050,ByAppt,12:00 AM,12:00 AM,TBA,M. Hauskrecht,milos,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2000,25709,1060,ByAppt,12:00 AM,12:00 AM,TBA,S. Lee,stl86,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2000,25710,1070,ByAppt,12:00 AM,12:00 AM,TBA,A. Kovashka,aik85,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2000,25711,1080,ByAppt,12:00 AM,12:00 AM,TBA,A. Labrinidis,labrinid,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2000,25712,1090,ByAppt,12:00 AM,12:00 AM,TBA,J. Lange,jlange,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2000,25713,1100,ByAppt,12:00 AM,12:00 AM,TBA,A. Lee,adamlee,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2000,25714,1110,ByAppt,12:00 AM,12:00 AM,TBA,D. Litman,dlitman,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2000,25715,1120,ByAppt,12:00 AM,12:00 AM,TBA,R. Melhem,melhem,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2000,25716,1130,ByAppt,12:00 AM,12:00 AM,TBA,D. Mosse,mosse,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2000,25719,1140,ByAppt,12:00 AM,12:00 AM,TBA,S. Hwang,sjh95,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2000,25720,1150,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2000,25721,1160,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2000,25722,1170,ByAppt,12:00 AM,12:00 AM,TBA,Y. Zhang,youtao,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2000,25723,1180,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2000,25724,1190,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2000,25725,1200,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2000,25726,1205,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2000,25727,1210,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2002,25732,1010,ByAppt,12:00 AM,12:00 PM,TBA,A. Labrinidis,labrinid,,LEC,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2003,25734,1200,MW,3:25 PM,4:40 PM,WEB,A. Labrinidis,labrinid,,CLQ,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2045,25933,1020,MW,6:30 PM,7:45 PM,TBA-40,K. Kosta,kok25,,LEC,SE3,,5,,,1,,Enrollment Cap: 5,0,2214,11/23/2020 13:15
CS,2055,26649,1090,MW,1:15 PM,2:30 PM,TBA-52,K. Kosta,kok25,,LEC,AT,,46,,,,,Enrollment Cap: 46,0,2214,10/28/2020 11:42
CS,2055,26636,1090,F,1:15 PM,2:05 PM,TBA,TBD,,,REC,AT,,23,,,,,Enrollment Cap: 23,0,2214,10/28/2020 11:42
CS,2055,26682,1090,F,3:25 PM,4:15 PM,TBA,TBD,,,REC,AT,,23,,,,,Enrollment Cap: 23,0,2214,10/28/2020 11:42
CS,2056,25950,1030,TuTh,2:50 PM,4:05 PM,TBA-60,X. Jia,xiaowei,,LEC,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2056,25951,1030,F,10:00 AM,10:50 AM,TBA-30,TBD,,,REC,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2056,25952,1030,F,11:05 AM,11:55 AM,TBA-30,TBD,,,REC,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2110,25735,1010,MW,9:25 AM,10:40 AM,TBA-30,K. Pruhs,krp2,,LEC,AT,,5,,,,,Enrollment Cap: 5,0,2214,10/28/2020 11:42
CS,2150,25738,1100,MW,1:15 PM,2:30 PM,TBA-30,K. Pruhs,krp2,,LEC,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2410,31454,1000,MW,3:25 PM,4:40 PM,TBA-30,X. Tang,tax6,,LEC,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2510,31453,1000,MW,11:05 AM,12:20 PM,TBA-30,J. Lange,jlange,,LEC,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2550,30019,1010,TuTh,9:25 AM,10:40 AM,TBA-30,P. Chrysanthis,panos,,LEC,AT,,30,,,,,Enrollment Cap: 30,0,2214,10/28/2020 11:42
CS,2750,25874,1010,TuTh,1:15 PM,2:30 PM,TBA-30,M. Hauskrecht,milos,,LEC,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2770,25965,1020,TuTh,11:05 AM,12:20 PM,TBA-30,A. Kovashka,aik85,,LEC,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2900,25752,1010,ByAppt,12:00 AM,12:00 AM,TBA,X. Tang,tax6,,INT,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2900,25753,1020,ByAppt,12:00 AM,12:00 AM,TBA,S. Chang,schang,,INT,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2900,25754,1030,ByAppt,12:00 AM,12:00 AM,TBA,B. Childers,childers,,INT,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2900,25755,1040,ByAppt,12:00 AM,12:00 AM,TBA,P. Chrysanthis,panos,,INT,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2900,25756,1050,ByAppt,12:00 AM,12:00 AM,TBA,M. Hauskrecht,milos,,INT,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2900,25757,1060,ByAppt,12:00 AM,12:00 AM,TBA,S. Lee,stl86,,INT,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2900,25758,1070,ByAppt,12:00 AM,12:00 AM,TBA,A. Kovashka,aik85,,INT,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2900,25759,1080,ByAppt,12:00 AM,12:00 AM,TBA,A. Labrinidis,labrinid,,INT,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2900,25760,1090,ByAppt,12:00 AM,12:00 AM,TBA,J. Lange,jlange,,INT,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2900,25761,1100,ByAppt,12:00 AM,12:00 AM,TBA,A. Lee,adamlee,,INT,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2900,25764,1110,ByAppt,12:00 AM,12:00 AM,TBA,D. Litman,dlitman,,INT,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2900,25765,1120,ByAppt,12:00 AM,12:00 AM,TBA,R. Melhem,melhem,,INT,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2900,25766,1130,ByAppt,12:00 AM,12:00 AM,TBA,D. Mosse,mosse,,INT,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2900,25767,1140,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,INT,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2900,25768,1150,ByAppt,12:00 AM,12:00 AM,TBA,S. Hwang,sjh95,,INT,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2900,25769,1160,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,INT,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2900,25770,1170,ByAppt,12:00 AM,12:00 AM,TBA,Y. Zhang,youtao,,INT,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2900,25771,1180,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,INT,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2900,25772,1190,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,INT,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2900,25773,1200,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,INT,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2900,25774,1205,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,INT,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2900,25775,1210,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,INT,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2910,25784,1010,ByAppt,12:00 AM,12:00 AM,TBA,S. Lee,stl86,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2910,25785,1020,ByAppt,12:00 AM,12:00 AM,TBA,S. Chang,schang,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2910,25786,1030,ByAppt,12:00 AM,12:00 AM,TBA,B. Childers,childers,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2910,25787,1040,ByAppt,12:00 AM,12:00 AM,TBA,P. Chrysanthis,panos,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2910,25788,1050,ByAppt,12:00 AM,12:00 AM,TBA,M. Hauskrecht,milos,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2910,25789,1060,ByAppt,12:00 AM,12:00 AM,TBA,X. Tang,tax6,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2910,25790,1070,ByAppt,12:00 AM,12:00 AM,TBA,A. Kovashka,aik85,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2910,25791,1080,ByAppt,12:00 AM,12:00 AM,TBA,A. Labrinidis,labrinid,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2910,25792,1090,ByAppt,12:00 AM,12:00 AM,TBA,J. Lange,jlange,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2910,25793,1100,ByAppt,12:00 AM,12:00 AM,TBA,A. Lee,adamlee,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2910,25794,1110,ByAppt,12:00 AM,12:00 AM,TBA,D. Litman,dlitman,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2910,25795,1120,ByAppt,12:00 AM,12:00 AM,TBA,R. Melhem,melhem,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2910,25796,1130,ByAppt,12:00 AM,12:00 AM,TBA,D. Mosse,mosse,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2910,25797,1140,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2910,25798,1150,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2910,25799,1160,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2910,25800,1170,ByAppt,12:00 AM,12:00 AM,TBA,Y. Zhang,youtao,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2910,25801,1180,ByAppt,12:00 AM,12:00 AM,TBA,S. Hwang,sjh95,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2910,25802,1190,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2910,25803,1200,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2910,25804,1205,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2910,25805,1210,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2990,25833,1010,ByAppt,12:00 AM,12:00 AM,TBA,S. Lee,stl86,,IND,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2990,25834,1020,ByAppt,12:00 AM,12:00 AM,TBA,S. Chang,schang,,IND,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2990,25835,1030,ByAppt,12:00 AM,12:00 AM,TBA,B. Childers,childers,,IND,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2990,25836,1040,ByAppt,12:00 AM,12:00 AM,TBA,P. Chrysanthis,panos,,IND,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2990,25837,1050,ByAppt,12:00 AM,12:00 AM,TBA,M. Hauskrecht,milos,,IND,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2990,25838,1060,ByAppt,12:00 AM,12:00 AM,TBA,X. Tang,tax6,,IND,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2990,25839,1070,ByAppt,12:00 AM,12:00 AM,TBA,A. Kovashka,aik85,,IND,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2990,25840,1080,ByAppt,12:00 AM,12:00 AM,TBA,A. Labrinidis,labrinid,,IND,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2990,25841,1090,ByAppt,12:00 AM,12:00 AM,TBA,J. Lange,jlange,,IND,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2990,25842,1100,ByAppt,12:00 AM,12:00 AM,TBA,A. Lee,adamlee,,IND,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2990,25843,1110,ByAppt,12:00 AM,12:00 AM,TBA,D. Litman,dlitman,,IND,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2990,25844,1120,ByAppt,12:00 AM,12:00 AM,TBA,R. Melhem,melhem,,IND,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2990,25845,1130,ByAppt,12:00 AM,12:00 AM,TBA,D. Mosse,mosse,,IND,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2990,25854,1140,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,IND,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2990,25855,1150,ByAppt,12:00 AM,12:00 AM,TBA,K. Pruhs,krp2,,IND,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2990,25856,1160,ByAppt,12:00 AM,12:00 AM,TBA,E. Walker,eawalker,,IND,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2990,25857,1170,ByAppt,12:00 AM,12:00 AM,TBA,Y. Zhang,youtao,,IND,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2990,25858,1180,ByAppt,12:00 AM,12:00 AM,TBA,S. Hwang,sjh95,,IND,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2990,25859,1190,ByAppt,12:00 AM,12:00 AM,TBA,R. Hwa,reh23,,IND,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2990,25860,1200,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,IND,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2990,25989,1205,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,IND,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2990,25861,1210,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,IND,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,2990,25862,1220,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,IND,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3000,25513,1010,ByAppt,12:00 AM,12:00 AM,TBA,X. Tang,tax6,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3000,25538,1020,ByAppt,12:00 AM,12:00 AM,TBA,S. Chang,schang,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3000,25544,1030,ByAppt,12:00 AM,12:00 AM,TBA,B. Childers,childers,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3000,25547,1040,ByAppt,12:00 AM,12:00 AM,TBA,P. Chrysanthis,panos,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3000,25549,1050,ByAppt,12:00 AM,12:00 AM,TBA,M. Hauskrecht,milos,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3000,25551,1060,ByAppt,12:00 AM,12:00 AM,TBA,S. Lee,stl86,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3000,25556,1070,ByAppt,12:00 AM,12:00 AM,TBA,A. Kovashka,aik85,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3000,25557,1080,ByAppt,12:00 AM,12:00 AM,TBA,A. Labrinidis,labrinid,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3000,25558,1090,ByAppt,12:00 AM,12:00 AM,TBA,J. Lange,jlange,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3000,25562,1100,ByAppt,12:00 AM,12:00 AM,TBA,A. Lee,adamlee,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3000,25564,1110,ByAppt,12:00 AM,12:00 AM,TBA,D. Litman,dlitman,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3000,25566,1120,ByAppt,12:00 AM,12:00 AM,TBA,R. Melhem,melhem,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3000,25569,1130,ByAppt,12:00 AM,12:00 AM,TBA,D. Mosse,mosse,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3000,25571,1140,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3000,25574,1150,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3000,25576,1160,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3000,25578,1170,ByAppt,12:00 AM,12:00 AM,TBA,Y. Zhang,youtao,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3000,25580,1180,ByAppt,12:00 AM,12:00 AM,TBA,S. Hwang,sjh95,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3000,25582,1190,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3000,25584,1200,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3000,25587,1205,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3000,25590,1210,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,THE,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3550,9999,1000,TuTh,2:50 PM,4:05 PM,TBA-20,P. Chrysanthis,panos,,SEM,AT,,20,,,,,Enrollment Cap: 20,0,2214,10/28/2020 11:42
CS,3710,29530,1010,MW,5:00 PM,6:15 PM,TBA-20,D. Litman,dlitman,,LEC,AT,,20,,,,,Enrollment Cap: 20,0,2214,10/28/2020 11:42
CS,3900,25599,1010,ByAppt,12:00 AM,12:00 AM,TBA,X. Tang,tax6,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3900,25601,1020,ByAppt,12:00 AM,12:00 AM,TBA,S. Chang,schang,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3900,25605,1030,ByAppt,12:00 AM,12:00 AM,TBA,B. Childers,childers,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3900,25609,1040,ByAppt,12:00 AM,12:00 AM,TBA,P. Chrysanthis,panos,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3900,25612,1050,ByAppt,12:00 AM,12:00 AM,TBA,M. Hauskrecht,milos,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3900,25615,1060,ByAppt,12:00 AM,12:00 AM,TBA,T. Znati,znati,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3900,25616,1070,ByAppt,12:00 AM,12:00 AM,TBA,A. Kovashka,aik85,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3900,25619,1080,ByAppt,12:00 AM,12:00 AM,TBA,A. Labrinidis,labrinid,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3900,25621,1090,ByAppt,12:00 AM,12:00 AM,TBA,J. Lange,jlange,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3900,25623,1100,ByAppt,12:00 AM,12:00 AM,TBA,A. Lee,adamlee,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3900,25625,1110,ByAppt,12:00 AM,12:00 AM,TBA,D. Litman,dlitman,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3900,25627,1120,ByAppt,12:00 AM,12:00 AM,TBA,R. Melhem,melhem,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3900,25629,1130,ByAppt,12:00 AM,12:00 AM,TBA,D. Mosse,mosse,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3900,25630,1140,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3900,25632,1150,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3900,25634,1160,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3900,25637,1170,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3900,25640,1180,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3900,25641,1190,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3900,25643,1200,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3900,25644,1205,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
CS,3900,25646,1210,ByAppt,12:00 AM,12:00 AM,TBA,TBD,,,DIR,AT,,,,,,,,0,2214,10/28/2020 11:42
